Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Team1,Team2,Team3,Team4,Team5,Team6,Team7,Team8,Pos1,Pos2,Pos3,Pos4,Pos5,Pos6,Pos7,Pos8,Projected Value,Actual Scored,Iteration,date,NumGames,Risk
Eric Gordon,Glenn Robinson III,Kyle Lowry,Deron Williams,Emmanuel Mudiay,DeMarcus Cousins,Marcin Gortat,Nikola Jokic,HOU,IND,TOR,DAL,DEN,SAC,WAS,DEN,SG,SF,PG,PG,PG,PF,C,C,281.678,289.0,7,Dec122016,0,94.7
DeMar DeRozan,Wesley Matthews,Kelly Oubre Jr.,John Wall,Blake Griffin,Malcolm Brogdon,Brook Lopez,Nikola Jokic,TOR,DAL,WAS,WAS,LAC,MIL,BKN,DEN,SG,SG,SG,PG,PF,PG,C,C,276.508,288.0,69,Dec122016,0,93.3
Bradley Beal,Jamal Crawford,Bojan Bogdanovic,John Wall,Patrick Beverley,Patrick Patterson,DeMarcus Cousins,Nikola Jokic,WAS,LAC,BKN,WAS,HOU,TOR,SAC,DEN,SG,SG,SG,PG,PG,PF,PF,C,278.568,285.25,35,Dec122016,0,98.5
Luol Deng,Eric Gordon,Kelly Oubre Jr.,John Wall,Kyle Lowry,Matthew Dellavedova,DeMarcus Cousins,Myles Turner,LAL,HOU,WAS,WAS,TOR,MIL,SAC,IND,SF,SG,SG,PG,PG,PG,PF,C,275.758,285.25,91,Dec122016,0,88.46
Paul George,Markieff Morris,Wesley Matthews,Bojan Bogdanovic,Goran Dragic,Patrick Beverley,Blake Griffin,Nikola Jokic,IND,WAS,DAL,BKN,MIA,HOU,LAC,DEN,SF,SF,SG,SG,PG,PG,PF,C,275.918,283.5,86,Dec122016,0,106.74
Wesley Matthews,Sean Kilpatrick,Nicolas Batum,Evan Turner,John Wall,Goran Dragic,Patrick Beverley,Brook Lopez,DAL,BKN,CHA,POR,WAS,MIA,HOU,BKN,SG,SG,SG,SG,PG,PG,PG,C,277.638,283.5,45,Dec122016,0,102.83
Luol Deng,Jeremy Lamb,Giannis Antetokounmpo,John Wall,Patrick Beverley,Marvin Williams,Hassan Whiteside,Brook Lopez,LAL,CHA,MIL,WAS,HOU,CHA,MIA,BKN,SF,SG,PG,PG,PG,PF,C,C,281.158,282.75,9,Dec122016,0,101.71
John Henson,Eric Gordon,Dorian Finney-Smith,John Wall,Kyle Lowry,Patrick Beverley,Blake Griffin,Brook Lopez,MIL,HOU,DAL,WAS,TOR,HOU,LAC,BKN,C,SG,SF,PG,PG,PG,PF,C,281.138,282.0,10,Dec122016,0,94.56
Eric Gordon,Sean Kilpatrick,Rodney McGruder,Glenn Robinson III,John Wall,Blake Griffin,Hassan Whiteside,Nikola Jokic,HOU,BKN,MIA,IND,WAS,LAC,MIA,DEN,SG,SG,SG,SF,PG,PF,C,C,282.058,280.75,6,Dec122016,0,96.09
Bradley Beal,Wesley Matthews,Jeremy Lamb,Giannis Antetokounmpo,Patrick Beverley,Darren Collison,Blake Griffin,Marcin Gortat,WAS,DAL,CHA,MIL,HOU,SAC,LAC,WAS,SG,SG,SG,PG,PG,PG,PF,C,276.788,280.75,62,Dec122016,0,97.62
Rudy Gay,Luol Deng,DeMar DeRozan,Bojan Bogdanovic,John Wall,Emmanuel Mudiay,Hassan Whiteside,Nikola Jokic,SAC,LAL,TOR,BKN,WAS,DEN,MIA,DEN,SF,SF,SG,SG,PG,PG,C,C,278.908,279.0,28,Dec122016,0,95.04
Luol Deng,DeMar DeRozan,Marco Belinelli,Glenn Robinson III,Kyle Lowry,Blake Griffin,Hassan Whiteside,Brook Lopez,LAL,TOR,CHA,IND,TOR,LAC,MIA,BKN,SF,SG,SG,SF,PG,PF,C,C,276.158,278.0,82,Dec122016,0,83.81
John Henson,Rudy Gay,Glenn Robinson III,John Wall,Goran Dragic,Deron Williams,Emmanuel Mudiay,Blake Griffin,MIL,SAC,IND,WAS,MIA,DAL,DEN,LAC,C,SF,SF,PG,PG,PG,PG,PF,275.698,277.0,95,Dec122016,0,110.74
Cody Zeller,DeMar DeRozan,Evan Turner,Giannis Antetokounmpo,John Wall,Deron Williams,Patrick Beverley,Matthew Dellavedova,CHA,TOR,POR,MIL,WAS,DAL,HOU,MIL,C,SG,SG,PG,PG,PG,PG,PG,276.508,276.25,68,Dec122016,0,88.1
Marco Belinelli,Bojan Bogdanovic,John Wall,Goran Dragic,Deron Williams,Malcolm Brogdon,DeMarcus Cousins,Marcin Gortat,CHA,BKN,WAS,MIA,DAL,MIL,SAC,WAS,SG,SG,PG,PG,PG,PG,PF,C,276.968,275.75,57,Dec122016,0,97.65
Cody Zeller,Lou Williams,Wesley Matthews,Rondae Hollis-Jefferson,John Wall,Patrick Beverley,Marvin Williams,DeMarcus Cousins,CHA,LAL,DAL,BKN,WAS,HOU,CHA,SAC,C,SG,SG,SF,PG,PG,PF,PF,276.348,274.0,74,Dec122016,0,101.67
Bradley Beal,Bojan Bogdanovic,Kyle Lowry,Matthew Dellavedova,Blake Griffin,Marvin Williams,Hassan Whiteside,Nikola Jokic,WAS,BKN,TOR,MIL,LAC,CHA,MIA,DEN,SG,SG,PG,PG,PF,PF,C,C,280.658,273.25,12,Dec122016,0,89.74
Luol Deng,Wesley Matthews,Bojan Bogdanovic,Giannis Antetokounmpo,John Wall,Matthew Dellavedova,Blake Griffin,Clint Capela,LAL,DAL,BKN,MIL,WAS,MIL,LAC,HOU,SF,SG,SG,PG,PG,PG,PF,C,280.058,272.75,19,Dec122016,0,81.89
Wesley Matthews,Sean Kilpatrick,Omri Casspi,John Wall,Kyle Lowry,Deron Williams,Blake Griffin,Greg Monroe,DAL,BKN,SAC,WAS,TOR,DAL,LAC,MIL,SG,SG,SF,PG,PG,PG,PF,C,277.308,272.5,51,Dec122016,0,95.59
James Harden,Bradley Beal,Nicolas Batum,Bojan Bogdanovic,Glenn Robinson III,Tyler Johnson,Marcin Gortat,Nikola Jokic,HOU,WAS,CHA,BKN,IND,MIA,WAS,DEN,PG,SG,SG,SG,SF,PG,C,C,276.738,271.75,63,Dec122016,0,83.18
Rodney McGruder,Glenn Robinson III,John Wall,Deron Williams,Patrick Beverley,DeMarcus Cousins,Brook Lopez,Clint Capela,MIA,IND,WAS,DAL,HOU,SAC,BKN,HOU,SG,SF,PG,PG,PG,PF,C,C,280.948,271.25,11,Dec122016,0,102.41
Cody Zeller,DeMar DeRozan,Eric Gordon,Bojan Bogdanovic,Glenn Robinson III,John Wall,Ryan Anderson,DeMarcus Cousins,CHA,TOR,HOU,BKN,IND,WAS,HOU,SAC,C,SG,SG,SG,SF,PG,PF,PF,277.158,271.25,54,Dec122016,0,86.48
Paul George,Wesley Matthews,Eric Gordon,Jeremy Lamb,John Wall,Kyle Lowry,Marvin Williams,Nikola Jokic,IND,DAL,HOU,CHA,WAS,TOR,CHA,DEN,SF,SG,SG,SG,PG,PG,PF,C,280.188,271.0,17,Dec122016,0,100.05
Jusuf Nurkic,Lou Williams,Omri Casspi,John Wall,Patrick Beverley,Emmanuel Mudiay,Blake Griffin,Hassan Whiteside,DEN,LAL,SAC,WAS,HOU,DEN,LAC,MIA,C,SG,SF,PG,PG,PG,PF,C,277.898,271.0,41,Dec122016,0,101.06
Wesley Matthews,Eric Gordon,Kelly Oubre Jr.,Giannis Antetokounmpo,John Wall,Emmanuel Mudiay,Patrick Patterson,Hassan Whiteside,DAL,HOU,WAS,MIL,WAS,DEN,TOR,MIA,SG,SG,SG,PG,PG,PG,PF,C,278.568,270.75,34,Dec122016,0,88.11
Lou Williams,Bojan Bogdanovic,Glenn Robinson III,Giannis Antetokounmpo,John Wall,Deron Williams,Marvin Williams,Nikola Jokic,LAL,BKN,IND,MIL,WAS,DAL,CHA,DEN,SG,SG,SF,PG,PG,PG,PF,C,282.388,270.75,5,Dec122016,0,95.64
Nene Hilario,Rodney McGruder,Nicolas Batum,Giannis Antetokounmpo,Deron Williams,Marvin Williams,DeMarcus Cousins,Marcin Gortat,HOU,MIA,CHA,MIL,DAL,CHA,SAC,WAS,C,SG,SG,PG,PG,PF,PF,C,276.238,270.25,76,Dec122016,0,90.58
Eric Gordon,Nicolas Batum,Evan Turner,Glenn Robinson III,Giannis Antetokounmpo,John Wall,Darren Collison,Marcin Gortat,HOU,CHA,POR,IND,MIL,WAS,SAC,WAS,SG,SG,SG,SF,PG,PG,PG,C,279.268,270.25,24,Dec122016,0,85.51
Harrison Barnes,Bradley Beal,Nicolas Batum,Patrick Beverley,Matthew Dellavedova,Marvin Williams,DeMarcus Cousins,Brook Lopez,DAL,WAS,CHA,HOU,MIL,CHA,SAC,BKN,SF,SG,SG,PG,PG,PF,PF,C,277.138,268.25,55,Dec122016,0,99.18
DeMar DeRozan,Eric Gordon,Jeremy Lamb,John Wall,Goran Dragic,Emmanuel Mudiay,Brook Lopez,Marcin Gortat,TOR,HOU,CHA,WAS,MIA,DEN,BKN,WAS,SG,SG,SG,PG,PG,PG,C,C,276.228,268.0,77,Dec122016,0,97.73
Markieff Morris,Rondae Hollis-Jefferson,John Wall,Deron Williams,Blake Griffin,Marvin Williams,Hassan Whiteside,Clint Capela,WAS,BKN,WAS,DAL,LAC,CHA,MIA,HOU,SF,SF,PG,PG,PF,PF,C,C,277.638,267.0,46,Dec122016,0,98.43
DeMar DeRozan,Lou Williams,Wesley Matthews,Nicolas Batum,Jeremy Lamb,Patrick Beverley,Hassan Whiteside,Nikola Jokic,TOR,LAL,DAL,CHA,CHA,HOU,MIA,DEN,SG,SG,SG,SG,SG,PG,C,C,278.678,265.75,32,Dec122016,0,94.11
Jusuf Nurkic,Bradley Beal,Wesley Matthews,Nicolas Batum,Bojan Bogdanovic,John Wall,Damian Lillard,Darren Collison,DEN,WAS,DAL,CHA,BKN,WAS,POR,SAC,C,SG,SG,SG,SG,PG,PG,PG,276.858,265.75,60,Dec122016,0,96.17
Markieff Morris,Wesley Matthews,Nicolas Batum,Bojan Bogdanovic,Giannis Antetokounmpo,Marvin Williams,Hassan Whiteside,Myles Turner,WAS,DAL,CHA,BKN,MIL,CHA,MIA,IND,SF,SG,SG,SG,PG,PF,C,C,276.728,264.75,64,Dec122016,0,86.92
Wesley Matthews,Nicolas Batum,Kyle Lowry,Emmanuel Mudiay,Blake Griffin,Marvin Williams,Brook Lopez,Marcin Gortat,DAL,CHA,TOR,DEN,LAC,CHA,BKN,WAS,SG,SG,PG,PG,PF,PF,C,C,280.398,264.5,13,Dec122016,0,89.6
Paul George,Sean Kilpatrick,Kelly Oubre Jr.,Giannis Antetokounmpo,Patrick Beverley,Matthew Dellavedova,Hassan Whiteside,Nikola Jokic,IND,BKN,WAS,MIL,HOU,MIL,MIA,DEN,SF,SG,SG,PG,PG,PG,C,C,277.418,263.75,49,Dec122016,0,99.77
Markieff Morris,Eric Gordon,Nicolas Batum,Kyle Lowry,Darren Collison,Blake Griffin,Nikola Jokic,Clint Capela,WAS,HOU,CHA,TOR,SAC,LAC,DEN,HOU,SF,SG,SG,PG,PG,PF,C,C,276.448,263.0,70,Dec122016,0,86.29
DeMar DeRozan,Wesley Matthews,Eric Gordon,Sean Kilpatrick,Bojan Bogdanovic,Giannis Antetokounmpo,Marcin Gortat,Nikola Jokic,TOR,DAL,HOU,BKN,BKN,MIL,WAS,DEN,SG,SG,SG,SG,SG,PG,C,C,280.068,263.0,18,Dec122016,0,79.0
Harrison Barnes,Bradley Beal,Bojan Bogdanovic,Glenn Robinson III,Giannis Antetokounmpo,Emmanuel Mudiay,Hassan Whiteside,Brook Lopez,DAL,WAS,BKN,IND,MIL,DEN,MIA,BKN,SF,SG,SG,SF,PG,PG,C,C,277.598,260.75,47,Dec122016,0,92.12
Harrison Barnes,DeMarre Carroll,Sean Kilpatrick,Jeremy Lamb,John Wall,Patrick Beverley,DeMarcus Cousins,Marcin Gortat,DAL,TOR,BKN,CHA,WAS,HOU,SAC,WAS,SF,SF,SG,SG,PG,PG,PF,C,275.588,260.75,98,Dec122016,0,101.62
John Henson,DeMar DeRozan,Bradley Beal,Jeremy Lamb,Glenn Robinson III,Kyle Lowry,Patrick Beverley,DeMarcus Cousins,MIL,TOR,WAS,CHA,IND,TOR,HOU,SAC,C,SG,SG,SG,SF,PG,PG,PF,276.368,260.5,73,Dec122016,0,96.87
Bradley Beal,Eric Gordon,Jamal Crawford,Evan Turner,John Wall,Kyle Lowry,Malcolm Brogdon,Hassan Whiteside,WAS,HOU,LAC,POR,WAS,TOR,MIL,MIA,SG,SG,SG,SG,PG,PG,PG,C,275.758,259.75,90,Dec122016,0,82.79
James Harden,John Henson,Bojan Bogdanovic,John Wall,Darren Collison,Malcolm Brogdon,Marvin Williams,Hassan Whiteside,HOU,MIL,BKN,WAS,SAC,MIL,CHA,MIA,PG,C,SG,PG,PG,PG,PF,C,276.908,258.5,59,Dec122016,0,87.28
Rodney McGruder,Nicolas Batum,Rondae Hollis-Jefferson,Kyle Lowry,Matthew Dellavedova,Ryan Anderson,DeMarcus Cousins,Hassan Whiteside,MIA,CHA,BKN,TOR,MIL,HOU,SAC,MIA,SG,SG,SF,PG,PG,PF,PF,C,276.058,258.25,84,Dec122016,0,85.19
Wesley Matthews,Jeremy Lamb,Glenn Robinson III,Giannis Antetokounmpo,Damian Lillard,Kyle Lowry,Matthew Dellavedova,Brook Lopez,DAL,CHA,IND,MIL,POR,TOR,MIL,BKN,SG,SG,SF,PG,PG,PG,PG,C,276.378,258.0,72,Dec122016,0,86.16
Lou Williams,Wesley Matthews,Nicolas Batum,Kelly Oubre Jr.,Giannis Antetokounmpo,Deron Williams,Darren Collison,Brook Lopez,LAL,DAL,CHA,WAS,MIL,DAL,SAC,BKN,SG,SG,SG,SG,PG,PG,PG,C,275.758,257.5,92,Dec122016,0,94.4
Rodney McGruder,Nicolas Batum,Bojan Bogdanovic,Giannis Antetokounmpo,Kyle Lowry,Patrick Beverley,Brook Lopez,Nikola Jokic,MIA,CHA,BKN,MIL,TOR,HOU,BKN,DEN,SG,SG,SG,PG,PG,PG,C,C,281.378,257.0,8,Dec122016,0,87.9
John Henson,Bojan Bogdanovic,Giannis Antetokounmpo,Deron Williams,Patrick Beverley,Blake Griffin,Patrick Patterson,Hassan Whiteside,MIL,BKN,MIL,DAL,HOU,LAC,TOR,MIA,C,SG,PG,PG,PG,PF,PF,C,279.818,256.5,21,Dec122016,0,91.28
John Henson,Paul George,Luol Deng,Bradley Beal,Bojan Bogdanovic,John Wall,Kyle Lowry,Deron Williams,MIL,IND,LAL,WAS,BKN,WAS,TOR,DAL,C,SF,SF,SG,SG,PG,PG,PG,280.278,255.75,15,Dec122016,0,99.49
Wesley Matthews,Bojan Bogdanovic,Glenn Robinson III,John Wall,Kyle Lowry,Patrick Beverley,Hassan Whiteside,Marcin Gortat,DAL,BKN,IND,WAS,TOR,HOU,MIA,WAS,SG,SG,SF,PG,PG,PG,C,C,287.638,255.25,1,Dec122016,0,87.66
Wesley Matthews,Rodney McGruder,Allen Crabbe,Trevor Ariza,Giannis Antetokounmpo,John Wall,Brook Lopez,Marcin Gortat,DAL,MIA,POR,HOU,MIL,WAS,BKN,WAS,SG,SG,SG,SF,PG,PG,C,C,275.748,254.5,93,Dec122016,0,82.36
Lou Williams,Glenn Robinson III,John Wall,Matthew Dellavedova,Blake Griffin,Ryan Anderson,Brook Lopez,Marcin Gortat,LAL,IND,WAS,MIL,LAC,HOU,BKN,WAS,SG,SF,PG,PG,PF,PF,C,C,279.528,254.5,22,Dec122016,0,88.25
Eric Gordon,Nicolas Batum,Bojan Bogdanovic,John Wall,Deron Williams,Matthew Dellavedova,Hassan Whiteside,Brook Lopez,HOU,CHA,BKN,WAS,DAL,MIL,MIA,BKN,SG,SG,SG,PG,PG,PG,C,C,284.858,254.5,2,Dec122016,0,92.32
Sean Kilpatrick,Glenn Robinson III,Giannis Antetokounmpo,Kyle Lowry,Patrick Beverley,Blake Griffin,Marvin Williams,Clint Capela,BKN,IND,MIL,TOR,HOU,LAC,CHA,HOU,SG,SF,PG,PG,PG,PF,PF,C,278.708,253.75,31,Dec122016,0,87.16
Lou Williams,Eric Gordon,Glenn Robinson III,Malcolm Brogdon,Marvin Williams,DeMarcus Cousins,Hassan Whiteside,Brook Lopez,LAL,HOU,IND,MIL,CHA,SAC,MIA,BKN,SG,SG,SF,PG,PF,PF,C,C,277.788,253.5,43,Dec122016,0,92.92
DeMar DeRozan,Lou Williams,Wesley Matthews,Rodney McGruder,Glenn Robinson III,Darren Collison,DeMarcus Cousins,Marcin Gortat,TOR,LAL,DAL,MIA,IND,SAC,SAC,WAS,SG,SG,SG,SG,SF,PG,PF,C,275.588,252.5,97,Dec122016,0,85.74
Eric Gordon,Bojan Bogdanovic,John Wall,Damian Lillard,Blake Griffin,Marvin Williams,Patrick Patterson,Marcin Gortat,HOU,BKN,WAS,POR,LAC,CHA,TOR,WAS,SG,SG,PG,PG,PF,PF,PF,C,278.638,252.5,33,Dec122016,0,84.11
Luol Deng,Lou Williams,Eric Gordon,Bojan Bogdanovic,Omri Casspi,Giannis Antetokounmpo,Kyle Lowry,Hassan Whiteside,LAL,LAL,HOU,BKN,SAC,MIL,TOR,MIA,SF,SG,SG,SG,SF,PG,PG,C,278.208,252.25,37,Dec122016,0,76.9
Paul George,DeMar DeRozan,Jeremy Lamb,Glenn Robinson III,John Wall,Deron Williams,Malcolm Brogdon,Hassan Whiteside,IND,TOR,CHA,IND,WAS,DAL,MIL,MIA,SF,SG,SG,SF,PG,PG,PG,C,276.168,252.25,81,Dec122016,0,100.6
Rudy Gay,Lou Williams,Wesley Matthews,Glenn Robinson III,Kyle Lowry,Blake Griffin,Patrick Patterson,Nikola Jokic,SAC,LAL,DAL,IND,TOR,LAC,TOR,DEN,SF,SG,SG,SF,PG,PF,PF,C,276.198,252.0,79,Dec122016,0,87.83
Markieff Morris,Lou Williams,C.J. Miles,John Wall,Kyle Lowry,Tyler Johnson,Patrick Beverley,Nikola Jokic,WAS,LAL,IND,WAS,TOR,MIA,HOU,DEN,SF,SG,SG,PG,PG,PG,PG,C,275.578,251.0,99,Dec122016,0,94.25
John Henson,Markieff Morris,Wesley Matthews,Bojan Bogdanovic,Kyle Lowry,Ryan Anderson,DeMarcus Cousins,Brook Lopez,MIL,WAS,DAL,BKN,TOR,HOU,SAC,BKN,C,SF,SG,SG,PG,PF,PF,C,276.578,250.5,65,Dec122016,0,88.55
Lou Williams,Bradley Beal,Evan Turner,Kyle Lowry,Deron Williams,Patrick Beverley,Brook Lopez,Marcin Gortat,LAL,WAS,POR,TOR,DAL,HOU,BKN,WAS,SG,SG,SG,PG,PG,PG,C,C,278.018,250.0,39,Dec122016,0,91.72
Bojan Bogdanovic,Giannis Antetokounmpo,Kyle Lowry,Goran Dragic,Tyler Johnson,Darren Collison,Marvin Williams,Marcin Gortat,BKN,MIL,TOR,MIA,MIA,SAC,CHA,WAS,SG,PG,PG,PG,PG,PG,PF,C,275.748,249.75,94,Dec122016,0,84.86
Jusuf Nurkic,Jeremy Lamb,Rondae Hollis-Jefferson,Giannis Antetokounmpo,John Wall,Kyle Lowry,Deron Williams,Marcin Gortat,DEN,CHA,BKN,MIL,WAS,TOR,DAL,WAS,C,SG,SF,PG,PG,PG,PG,C,278.168,249.25,38,Dec122016,0,93.63
Jusuf Nurkic,Jamal Crawford,Nicolas Batum,Glenn Robinson III,John Wall,Kyle Lowry,Tyler Johnson,Blake Griffin,DEN,LAC,CHA,IND,WAS,TOR,MIA,LAC,C,SG,SG,SF,PG,PG,PG,PF,276.938,248.0,58,Dec122016,0,87.17
John Henson,DeMar DeRozan,Lou Williams,Wesley Matthews,Eric Gordon,Josh Richardson,John Wall,Deron Williams,MIL,TOR,LAL,DAL,HOU,MIA,WAS,DAL,C,SG,SG,SG,SG,SG,PG,PG,275.928,247.25,85,Dec122016,0,90.61
James Harden,Harrison Barnes,Luol Deng,Bojan Bogdanovic,Kyle Lowry,Matthew Dellavedova,Brook Lopez,Marcin Gortat,HOU,DAL,LAL,BKN,TOR,MIL,BKN,WAS,PG,SF,SF,SG,PG,PG,C,C,275.788,245.5,89,Dec122016,0,70.95
Eric Gordon,Sean Kilpatrick,Nicolas Batum,John Wall,Malcolm Brogdon,Patrick Patterson,DeMarcus Cousins,Clint Capela,HOU,BKN,CHA,WAS,MIL,TOR,SAC,HOU,SG,SG,SG,PG,PG,PF,PF,C,277.008,244.25,56,Dec122016,0,86.35
Jusuf Nurkic,Paul George,DeMar DeRozan,Bradley Beal,Eric Gordon,Bojan Bogdanovic,Patrick Beverley,Hassan Whiteside,DEN,IND,TOR,WAS,HOU,BKN,HOU,MIA,C,SF,SG,SG,SG,SG,PG,C,276.828,242.0,61,Dec122016,0,94.76
John Henson,Sean Kilpatrick,Nicolas Batum,Jeremy Lamb,John Wall,Kyle Lowry,Emmanuel Mudiay,Hassan Whiteside,MIL,BKN,CHA,CHA,WAS,TOR,DEN,MIA,C,SG,SG,SG,PG,PG,PG,C,279.878,241.25,20,Dec122016,0,97.76
Rudy Gay,Sean Kilpatrick,Josh Richardson,John Wall,Kyle Lowry,Matthew Dellavedova,Marcin Gortat,Nikola Jokic,SAC,BKN,MIA,WAS,TOR,MIL,WAS,DEN,SF,SG,SG,PG,PG,PG,C,C,277.258,240.75,53,Dec122016,0,92.23
DeMar DeRozan,Sean Kilpatrick,Nicolas Batum,Matthew Dellavedova,Blake Griffin,Malcolm Brogdon,Hassan Whiteside,Marcin Gortat,TOR,BKN,CHA,MIL,LAC,MIL,MIA,WAS,SG,SG,SG,PG,PF,PG,C,C,277.388,240.5,50,Dec122016,0,80.05
Jusuf Nurkic,Sean Kilpatrick,Rodney McGruder,Bojan Bogdanovic,John Wall,Kyle Lowry,Marvin Williams,DeMarcus Cousins,DEN,BKN,MIA,BKN,WAS,TOR,CHA,SAC,C,SG,SG,SG,PG,PG,PF,PF,278.928,237.0,27,Dec122016,0,92.82
Lou Williams,Sean Kilpatrick,Jamal Crawford,Allen Crabbe,John Wall,Deron Williams,Hassan Whiteside,Marcin Gortat,LAL,BKN,LAC,POR,WAS,DAL,MIA,WAS,SG,SG,SG,SG,PG,PG,C,C,277.298,236.5,52,Dec122016,0,89.66
Lou Williams,Wesley Matthews,Sean Kilpatrick,Bojan Bogdanovic,Matthew Dellavedova,Patrick Patterson,DeMarcus Cousins,Hassan Whiteside,LAL,DAL,BKN,BKN,MIL,TOR,SAC,MIA,SG,SG,SG,SG,PG,PF,PF,C,277.428,234.75,48,Dec122016,0,85.17
Paul George,Harrison Barnes,Sean Kilpatrick,Bojan Bogdanovic,Omri Casspi,John Wall,Hassan Whiteside,Clint Capela,IND,DAL,BKN,BKN,SAC,WAS,MIA,HOU,SF,SF,SG,SG,SF,PG,C,C,275.568,234.0,100,Dec122016,0,92.61
