,Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Projected Value,Actual Scored,Iteration,date,Overlap Limit,Num_Games
61,Hassan Whiteside,Rudy Gobert,JaMychal Green,Jimmy Butler,Nicolas Batum,Malcolm Brogdon,Rajon Rondo,Elfrid Payton,284.608,252.0,9,Dec-10-2016,6,10
62,Hassan Whiteside,Nikola Jokic,Klay Thompson,Rodney Stuckey,Wesley Matthews,Chris Paul,Rajon Rondo,Harrison Barnes,285.768,251.25,9,Dec-10-2016,4,10
63,Pau Gasol,Robin Lopez,Trevor Booker,Matthew Dellavedova,Bradley Beal,Sean Kilpatrick,Damian Lillard,LeBron James,287.288,251.25,32,Dec-10-2016,3,10
64,Brook Lopez,Robin Lopez,Evan Turner,Sean Kilpatrick,Evan Fournier,Elfrid Payton,LeBron James,Kevin Durant,285.038,250.75,2,Dec-10-2016,5,10
65,Brook Lopez,Robin Lopez,Jimmy Butler,Bradley Beal,Evan Fournier,Jeff Teague,Rajon Rondo,Harrison Barnes,284.918,250.5,10,Dec-10-2016,5,10
66,Robin Lopez,Greg Monroe,C.J. McCollum,Marvin Williams,Nicolas Batum,Sean Kilpatrick,John Wall,Damian Lillard,285.558,250.0,17,Dec-10-2016,4,10
67,Rudy Gobert,Marcin Gortat,Ryan Anderson,Nicolas Batum,Bojan Bogdanovic,Bradley Beal,Damian Lillard,Jeff Teague,284.598,248.75,13,Dec-10-2016,6,10
68,Nikola Jokic,C.J. McCollum,JaMychal Green,Trevor Booker,Kevin Love,Nicolas Batum,Eric Gordon,Jeff Teague,285.468,247.5,23,Dec-10-2016,4,10
69,Brook Lopez,Pau Gasol,Marvin Williams,Evan Turner,Sean Kilpatrick,Patrick Beverley,LeBron James,Kevin Durant,284.558,247.25,19,Dec-10-2016,6,10
70,Hassan Whiteside,Brook Lopez,Trevor Booker,Evan Turner,Wesley Matthews,Tony Allen,Damian Lillard,Harrison Barnes,284.518,247.0,30,Dec-10-2016,6,10
71,Michael Beasley,Michael Kidd-Gilchrist,Brook Lopez,Nikola Jokic,Bradley Beal,Chris Paul,Damian Lillard,Jeff Teague,286.028,244.75,50,Dec-10-2016,3,10
72,Michael Kidd-Gilchrist,Hassan Whiteside,Nikola Jokic,Frank Kaminsky,Jimmy Butler,Nicolas Batum,Dwyane Wade,Jeff Teague,288.298,244.25,19,Dec-10-2016,3,10
73,Brook Lopez,Greg Monroe,Trevor Booker,Jimmy Butler,Nicolas Batum,Matthew Dellavedova,Chris Paul,Rajon Rondo,288.008,244.25,22,Dec-10-2016,3,10
74,Michael Kidd-Gilchrist,Brook Lopez,Robin Lopez,JaMychal Green,Jimmy Butler,Dwyane Wade,Sean Kilpatrick,Damian Lillard,287.458,243.75,30,Dec-10-2016,3,10
75,Hassan Whiteside,Brook Lopez,Trevor Booker,Jimmy Butler,Sean Kilpatrick,Evan Fournier,Patty Mills,Trevor Ariza,285.198,243.5,45,Dec-10-2016,4,10
76,Rudy Gobert,Greg Monroe,Ryan Anderson,Nicolas Batum,Klay Thompson,Wesley Matthews,Chris Paul,Jeff Teague,285.858,243.5,6,Dec-10-2016,4,10
77,Rudy Gobert,Brook Lopez,JaMychal Green,Bojan Bogdanovic,Klay Thompson,Sean Kilpatrick,Chris Paul,Rajon Rondo,288.628,243.25,16,Dec-10-2016,3,10
78,Hassan Whiteside,Rudy Gobert,Marvin Williams,Nicolas Batum,Bojan Bogdanovic,Tony Allen,Stephen Curry,Jeff Teague,284.678,243.0,46,Dec-10-2016,5,10
79,Brook Lopez,Nikola Jokic,Dwyane Wade,Sean Kilpatrick,Eric Gordon,John Wall,Jeff Teague,Trevor Ariza,284.808,243.0,25,Dec-10-2016,5,10
80,Hassan Whiteside,Greg Monroe,Trevor Booker,Klay Thompson,Rodney McGruder,Malcolm Brogdon,Damian Lillard,LeBron James,284.458,242.75,49,Dec-10-2016,6,10
81,Nikola Jokic,Ryan Anderson,Kevin Love,Nicolas Batum,Klay Thompson,Malcolm Brogdon,Jeff Teague,LeBron James,285.438,241.5,26,Dec-10-2016,4,10
82,Pau Gasol,Trevor Booker,Kevin Love,Evan Turner,Bojan Bogdanovic,Klay Thompson,Jeff Teague,LeBron James,284.958,241.5,7,Dec-10-2016,5,10
83,DeMarcus Cousins,Greg Monroe,C.J. McCollum,Nicolas Batum,Bojan Bogdanovic,Jeff Teague,Rajon Rondo,Trevor Ariza,286.108,240.0,48,Dec-10-2016,3,10
84,Hassan Whiteside,Robin Lopez,C.J. McCollum,Trevor Booker,Ryan Anderson,Jimmy Butler,Nicolas Batum,Elfrid Payton,284.668,240.0,1,Dec-10-2016,6,10
85,Marcin Gortat,Trevor Booker,Kevin Love,Sean Kilpatrick,Tony Allen,Jeff Teague,Elfrid Payton,LeBron James,284.528,239.25,25,Dec-10-2016,6,10
86,Hassan Whiteside,Nikola Jokic,C.J. Miles,Tony Allen,Chris Paul,Jeff Teague,Rajon Rondo,Jabari Parker,284.558,238.25,21,Dec-10-2016,6,10
87,Michael Kidd-Gilchrist,Brook Lopez,Nikola Jokic,C.J. McCollum,Trevor Booker,Klay Thompson,Sean Kilpatrick,LeBron James,290.268,238.0,8,Dec-10-2016,3,10
88,Hassan Whiteside,Rudy Gobert,Ryan Anderson,Jimmy Butler,Nicolas Batum,Rodney Stuckey,Rajon Rondo,Trevor Ariza,284.738,237.75,34,Dec-10-2016,5,10
89,Michael Kidd-Gilchrist,Hassan Whiteside,Trevor Booker,Kevin Love,Rodney Stuckey,Evan Fournier,Chris Paul,Rajon Rondo,284.578,237.75,17,Dec-10-2016,6,10
90,Hassan Whiteside,Brook Lopez,Trevor Booker,Evan Turner,Tony Allen,Chris Paul,Jeff Teague,Elfrid Payton,284.468,237.5,47,Dec-10-2016,6,10
91,Greg Monroe,JaMychal Green,Kevin Love,Nicolas Batum,Klay Thompson,Rodney Stuckey,Rajon Rondo,LeBron James,284.458,237.25,50,Dec-10-2016,6,10
92,Michael Beasley,Rudy Gobert,Trevor Booker,Kevin Love,Wesley Matthews,Damian Lillard,Jeff Teague,Rajon Rondo,286.968,236.75,39,Dec-10-2016,3,10
93,Nikola Jokic,John Henson,JaMychal Green,Trevor Booker,Nicolas Batum,Bradley Beal,Klay Thompson,Chris Paul,285.488,236.5,22,Dec-10-2016,4,10
94,Robin Lopez,Kevin Love,Nicolas Batum,C.J. Miles,Rodney McGruder,Chris Paul,Damian Lillard,Rajon Rondo,285.908,236.5,4,Dec-10-2016,4,10
95,Michael Kidd-Gilchrist,Rudy Gobert,John Henson,Trevor Booker,Nicolas Batum,Bradley Beal,Dwyane Wade,Damian Lillard,285.458,236.5,25,Dec-10-2016,4,10
96,DeMarcus Cousins,Joe Ingles,Hassan Whiteside,Frank Kaminsky,Sean Kilpatrick,Evan Fournier,Wesley Matthews,Jeff Teague,284.698,236.25,42,Dec-10-2016,5,10
97,John Henson,Kevin Love,Nicolas Batum,Bojan Bogdanovic,Sean Kilpatrick,Chris Paul,Jeff Teague,Harrison Barnes,287.378,235.25,31,Dec-10-2016,3,10
98,DeMarcus Cousins,Omri Casspi,Hassan Whiteside,Dwyane Wade,Wesley Matthews,Rodney McGruder,Jeff Teague,Rajon Rondo,284.678,235.0,48,Dec-10-2016,5,10
99,Robin Lopez,Jusuf Nurkic,Nicolas Batum,Sean Kilpatrick,Eric Gordon,Chris Paul,Damian Lillard,Jabari Parker,284.828,235.0,21,Dec-10-2016,5,10
100,Michael Kidd-Gilchrist,Hassan Whiteside,Brook Lopez,C.J. McCollum,JaMychal Green,Eric Gordon,Jeff Teague,Rajon Rondo,285.248,234.5,41,Dec-10-2016,4,10
101,Brook Lopez,Nikola Jokic,Ryan Anderson,Jimmy Butler,Klay Thompson,Damian Lillard,Rajon Rondo,Elfrid Payton,285.098,234.0,50,Dec-10-2016,4,10
102,Brook Lopez,Nikola Jokic,Marvin Williams,Jimmy Butler,Sean Kilpatrick,Tyler Johnson,Kevin Durant,Trevor Ariza,284.478,233.75,42,Dec-10-2016,6,10
103,Rudy Gobert,Nikola Jokic,Jimmy Butler,Bradley Beal,Sean Kilpatrick,Rajon Rondo,Patty Mills,Jabari Parker,285.618,233.75,13,Dec-10-2016,4,10
104,Hassan Whiteside,Robin Lopez,Marvin Williams,Nicolas Batum,Dwyane Wade,Jamal Crawford,Rajon Rondo,Kevin Durant,286.598,233.5,42,Dec-10-2016,3,10
105,Rudy Gobert,Nikola Jokic,Klay Thompson,Sean Kilpatrick,Tony Allen,Damian Lillard,Jeff Teague,Harrison Barnes,287.538,233.5,27,Dec-10-2016,3,10
106,Nikola Jokic,Kevin Love,Jimmy Butler,Nicolas Batum,Klay Thompson,Rajon Rondo,D.J. Augustin,Harrison Barnes,284.648,233.0,3,Dec-10-2016,6,10
107,DeMarcus Cousins,Michael Kidd-Gilchrist,Nikola Jokic,Bojan Bogdanovic,Sean Kilpatrick,Wesley Matthews,John Wall,Harrison Barnes,285.228,233.0,42,Dec-10-2016,4,10
108,Nikola Jokic,Robin Lopez,Darrell Arthur,Jimmy Butler,Nicolas Batum,Klay Thompson,Giannis Antetokounmpo,Rajon Rondo,284.698,233.0,44,Dec-10-2016,5,10
109,DeMarcus Cousins,Omri Casspi,Marcin Gortat,Trevor Booker,Nicolas Batum,Sean Kilpatrick,Jamal Crawford,Chris Paul,284.528,232.75,27,Dec-10-2016,6,10
110,Michael Kidd-Gilchrist,Rudy Gobert,Robin Lopez,Nicolas Batum,Sean Kilpatrick,Jeff Teague,Rajon Rondo,LeBron James,294.538,232.5,2,Dec-10-2016,3,10
111,Rudy Gobert,Marcin Gortat,C.J. McCollum,Trevor Booker,Bradley Beal,Sean Kilpatrick,Rajon Rondo,Harrison Barnes,284.608,231.5,8,Dec-10-2016,6,10
112,DeMarcus Cousins,Michael Kidd-Gilchrist,Nikola Jokic,Trevor Booker,Marvin Williams,Jimmy Butler,Rodney Stuckey,Damian Lillard,284.868,231.5,17,Dec-10-2016,5,10
113,Hassan Whiteside,Ryan Anderson,Kevin Love,Nicolas Batum,Wesley Matthews,Rajon Rondo,Patrick Beverley,Harrison Barnes,284.608,230.5,11,Dec-10-2016,6,10
114,Michael Kidd-Gilchrist,Nikola Jokic,JaMychal Green,Trevor Booker,Kevin Love,Jimmy Butler,Bradley Beal,Rajon Rondo,285.608,230.0,14,Dec-10-2016,4,10
115,Rudy Gobert,Trevor Booker,Marvin Williams,Kevin Love,Jimmy Butler,Nicolas Batum,Sean Kilpatrick,Patrick Beverley,287.918,230.0,23,Dec-10-2016,3,10
116,Hassan Whiteside,Brook Lopez,JaMychal Green,Trevor Booker,Nicolas Batum,Bradley Beal,Evan Fournier,Elfrid Payton,284.508,229.75,34,Dec-10-2016,6,10
117,Nikola Jokic,Trevor Booker,Kevin Love,Evan Turner,Klay Thompson,Chris Paul,Rajon Rondo,Trevor Ariza,285.318,229.75,38,Dec-10-2016,4,10
118,Marcin Gortat,Myles Turner,JaMychal Green,Nicolas Batum,Sean Kilpatrick,Eric Gordon,Damian Lillard,Jeff Teague,284.488,229.0,38,Dec-10-2016,6,10
119,Hassan Whiteside,Robin Lopez,JaMychal Green,Trevor Booker,Jimmy Butler,Nicolas Batum,Evan Turner,Tyler Johnson,284.488,228.75,41,Dec-10-2016,6,10
120,Hassan Whiteside,Pau Gasol,C.J. McCollum,Trevor Booker,Evan Turner,Jeff Teague,Rajon Rondo,Harrison Barnes,285.038,228.75,1,Dec-10-2016,5,10
121,Hassan Whiteside,Rudy Gobert,Bojan Bogdanovic,Dwyane Wade,Sean Kilpatrick,Jeff Teague,Jabari Parker,Trevor Ariza,285.778,228.5,8,Dec-10-2016,4,10
122,Michael Kidd-Gilchrist,Pau Gasol,Nikola Jokic,Sean Kilpatrick,Eric Gordon,Chris Paul,Rajon Rondo,Kevin Durant,288.128,227.75,20,Dec-10-2016,3,10
123,Michael Kidd-Gilchrist,Omri Casspi,Hassan Whiteside,Brook Lopez,Matthew Dellavedova,Damian Lillard,Rajon Rondo,Kevin Durant,284.628,227.75,5,Dec-10-2016,6,10
124,Hassan Whiteside,Greg Monroe,Darrell Arthur,Nicolas Batum,Bradley Beal,Eric Gordon,Damian Lillard,Jeff Teague,285.318,227.5,37,Dec-10-2016,4,10
125,Michael Kidd-Gilchrist,Nikola Jokic,Greg Monroe,Nicolas Batum,Klay Thompson,Evan Fournier,Damian Lillard,Kevin Durant,287.108,227.5,37,Dec-10-2016,3,10
126,Michael Kidd-Gilchrist,Hassan Whiteside,Brook Lopez,Marvin Williams,Nicolas Batum,Sean Kilpatrick,Wesley Matthews,Chris Paul,292.398,227.25,3,Dec-10-2016,3,10
127,Hassan Whiteside,Alexis Ajinca,Nicolas Batum,Sean Kilpatrick,Evan Fournier,John Wall,Jeff Teague,Trevor Ariza,284.898,227.25,11,Dec-10-2016,5,10
128,Rudy Gobert,Nikola Jokic,Ryan Anderson,Nicolas Batum,Sean Kilpatrick,Wesley Matthews,John Wall,Jabari Parker,285.388,226.75,31,Dec-10-2016,4,10
129,Maurice Harkless,Hassan Whiteside,Pau Gasol,Darrell Arthur,Nicolas Batum,Chris Paul,Jeff Teague,Rajon Rondo,284.818,226.5,24,Dec-10-2016,5,10
130,Michael Beasley,Brook Lopez,Nikola Jokic,Jimmy Butler,Nicolas Batum,Sean Kilpatrick,John Wall,Tyler Johnson,284.928,225.75,9,Dec-10-2016,5,10
131,Michael Beasley,Hassan Whiteside,Marcin Gortat,Nicolas Batum,J.J. Redick,Chris Paul,Jeff Teague,Rajon Rondo,284.638,225.75,4,Dec-10-2016,6,10
132,Rudy Gobert,Nikola Jokic,Trevor Booker,Matthew Dellavedova,Dwyane Wade,Klay Thompson,Rajon Rondo,Kevin Durant,285.538,225.0,19,Dec-10-2016,4,10
133,Brook Lopez,Nikola Jokic,Nicolas Batum,Evan Turner,Wesley Matthews,Jeff Teague,Rajon Rondo,Kevin Durant,291.638,225.0,5,Dec-10-2016,3,10
134,DeMarcus Cousins,Rudy Gobert,Evan Turner,Sean Kilpatrick,Wesley Matthews,Rajon Rondo,Patrick Beverley,Harrison Barnes,284.758,224.75,30,Dec-10-2016,5,10
135,Michael Kidd-Gilchrist,Hassan Whiteside,Rudy Gobert,Trevor Booker,Jimmy Butler,Evan Turner,Eric Gordon,Rajon Rondo,285.848,224.5,7,Dec-10-2016,4,10
136,Hassan Whiteside,Nikola Jokic,Trevor Booker,Nicolas Batum,Bojan Bogdanovic,Sean Kilpatrick,Damian Lillard,Rajon Rondo,296.288,224.25,1,Dec-10-2016,3,10
137,DeMarcus Cousins,Omri Casspi,John Henson,JaMychal Green,Jimmy Butler,Nicolas Batum,Sean Kilpatrick,Rajon Rondo,285.908,224.0,3,Dec-10-2016,4,10
138,Hassan Whiteside,Pau Gasol,Bradley Beal,Sean Kilpatrick,Wesley Matthews,Jeff Teague,Harrison Barnes,Trevor Ariza,285.878,223.5,5,Dec-10-2016,4,10
139,Brook Lopez,Robin Lopez,C.J. McCollum,Marvin Williams,Sean Kilpatrick,Jeff Teague,Kevin Durant,Harrison Barnes,285.228,222.25,43,Dec-10-2016,4,10
140,Rudy Gobert,Marcin Gortat,Marvin Williams,Nicolas Batum,Bojan Bogdanovic,Klay Thompson,Jeff Teague,Kevin Durant,284.828,222.0,22,Dec-10-2016,5,10
141,Robin Lopez,Kevin Love,Frank Kaminsky,Nicolas Batum,Sean Kilpatrick,Tony Allen,Stephen Curry,Damian Lillard,284.538,221.5,24,Dec-10-2016,6,10
142,DeMarcus Cousins,Robin Lopez,Frank Kaminsky,Nicolas Batum,Evan Turner,Eric Gordon,Damian Lillard,Rajon Rondo,284.898,221.5,13,Dec-10-2016,5,10
143,Brook Lopez,Pau Gasol,Ryan Anderson,Jimmy Butler,Sean Kilpatrick,Wesley Matthews,Stephen Curry,Rajon Rondo,285.738,221.5,10,Dec-10-2016,4,10
144,Hassan Whiteside,Brook Lopez,C.J. Miles,Sean Kilpatrick,Rodney McGruder,Rajon Rondo,LeBron James,Harrison Barnes,287.118,220.75,36,Dec-10-2016,3,10
145,Hassan Whiteside,Robin Lopez,C.J. McCollum,JaMychal Green,Nicolas Batum,Sean Kilpatrick,Jabari Parker,Trevor Ariza,285.418,220.0,27,Dec-10-2016,4,10
